candidate_query,normalized_intent,body_area,symptom,situation,timing,closest_existing_url,closest_existing_topic,overlap_risk,unique_intent,medical_value,commercial_relevance,funnel_target_url,red_flag_sensitivity,recommended_action,priority,notes
Ellenbogen schmerzt bei der Maus am PC,ellenbogen: schmerzt bei der maus am pc,Ellenbogen,schmerzt,bei der Maus am PC,,/beschwerden/tennisarm/,Tennisarm & Golferarm,high,no,medium,low,/beschwerden/tennisarm/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/tennisarm/ abgedeckt.
Ellenbogen schmerzt beim Greifen,ellenbogen: schmerzt beim greifen,Ellenbogen,schmerzt,beim Greifen,,/beschwerden/tennisarm/,Tennisarm & Golferarm,high,no,medium,low,/beschwerden/tennisarm/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/tennisarm/ abgedeckt.
Ellenbogen schmerzt beim Heben der Kaffeetasse,ellenbogen: schmerzt beim heben der kaffeetasse,Ellenbogen,schmerzt,beim Heben der Kaffeetasse,,/beschwerden/tennisarm/,Tennisarm & Golferarm,high,no,medium,low,/beschwerden/tennisarm/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/tennisarm/ abgedeckt.
Ellenbogen schmerzt beim Händeschütteln,ellenbogen: schmerzt beim händeschütteln,Ellenbogen,schmerzt,beim Händeschütteln,,/beschwerden/tennisarm/,Tennisarm & Golferarm,high,no,medium,low,/beschwerden/tennisarm/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/tennisarm/ abgedeckt.
Ellenbogen sticht bei der Maus am PC,ellenbogen: schmerzt bei der maus am pc,Ellenbogen,sticht,bei der Maus am PC,,/beschwerden/tennisarm/,Tennisarm & Golferarm,high,no,medium,low,/beschwerden/tennisarm/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Ellenbogen sticht beim Greifen,ellenbogen: schmerzt beim greifen,Ellenbogen,sticht,beim Greifen,,/beschwerden/tennisarm/,Tennisarm & Golferarm,high,no,medium,low,/beschwerden/tennisarm/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Ellenbogen sticht beim Heben der Kaffeetasse,ellenbogen: schmerzt beim heben der kaffeetasse,Ellenbogen,sticht,beim Heben der Kaffeetasse,,/beschwerden/tennisarm/,Tennisarm & Golferarm,high,no,medium,low,/beschwerden/tennisarm/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Ellenbogen sticht beim Händeschütteln,ellenbogen: schmerzt beim händeschütteln,Ellenbogen,sticht,beim Händeschütteln,,/beschwerden/tennisarm/,Tennisarm & Golferarm,high,no,medium,low,/beschwerden/tennisarm/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Ellenbogen zieht bei der Maus am PC,ellenbogen: schmerzt bei der maus am pc,Ellenbogen,zieht,bei der Maus am PC,,/beschwerden/tennisarm/,Tennisarm & Golferarm,high,no,medium,low,/beschwerden/tennisarm/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Ellenbogen zieht beim Greifen,ellenbogen: schmerzt beim greifen,Ellenbogen,zieht,beim Greifen,,/beschwerden/tennisarm/,Tennisarm & Golferarm,high,no,medium,low,/beschwerden/tennisarm/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Ellenbogen zieht beim Heben der Kaffeetasse,ellenbogen: schmerzt beim heben der kaffeetasse,Ellenbogen,zieht,beim Heben der Kaffeetasse,,/beschwerden/tennisarm/,Tennisarm & Golferarm,high,no,medium,low,/beschwerden/tennisarm/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Ellenbogen zieht beim Händeschütteln,ellenbogen: schmerzt beim händeschütteln,Ellenbogen,zieht,beim Händeschütteln,,/beschwerden/tennisarm/,Tennisarm & Golferarm,high,no,medium,low,/beschwerden/tennisarm/,none,REJECT_CANNIBALIZATION,reject,"Empfindungs-Synonym — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Energie fehlt ab Mittag,energie: fehlt ab mittag,Energie,fehlt,ab Mittag,,/beschwerden/erschoepfung/,Erschöpfung,high,no,medium,low,/beschwerden/erschoepfung/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/erschoepfung/ abgedeckt.
Energie fehlt nach dem Essen,energie: fehlt nach dem essen,Energie,fehlt,nach dem Essen,,/beschwerden/erschoepfung/,Erschöpfung,high,no,medium,low,/beschwerden/erschoepfung/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/erschoepfung/ abgedeckt.
Energie fehlt schon morgens,energie: fehlt schon morgens,Energie,fehlt,schon morgens,morgens,/beschwerden/erschoepfung/,Erschöpfung,high,no,medium,low,/beschwerden/erschoepfung/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/erschoepfung/ abgedeckt.
Energie fehlt seit Monaten,energie: fehlt seit monaten,Energie,fehlt,seit Monaten,,/beschwerden/erschoepfung/,Erschöpfung,high,no,medium,low,/beschwerden/erschoepfung/,medium,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/erschoepfung/ abgedeckt.
Ferse sticht beim Auftreten,ferse: sticht beim auftreten,Ferse,sticht,beim Auftreten,,/beschwerden/fersensporn/,Fersensporn,high,no,medium,low,/beschwerden/fersensporn/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/fersensporn/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Ferse sticht morgens beim ersten Schritt,ferse: sticht morgens beim ersten schritt,Ferse,sticht,morgens beim ersten Schritt,morgens,/beschwerden/fersensporn/,Fersensporn,high,no,medium,low,/beschwerden/fersensporn/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/fersensporn/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Ferse sticht nach dem Sitzen,ferse: sticht nach dem sitzen,Ferse,sticht,nach dem Sitzen,,/beschwerden/fersensporn/,Fersensporn,high,no,medium,low,/beschwerden/fersensporn/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/fersensporn/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum ferse sticht beim Auftreten?,ferse: sticht beim auftreten,Ferse,sticht,beim Auftreten,,/beschwerden/fersensporn/,Fersensporn,high,no,medium,low,/beschwerden/fersensporn/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/fersensporn/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum ferse sticht morgens beim ersten Schritt?,ferse: sticht morgens beim ersten schritt,Ferse,sticht,morgens beim ersten Schritt,morgens,/beschwerden/fersensporn/,Fersensporn,high,no,medium,low,/beschwerden/fersensporn/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/fersensporn/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum ferse sticht nach dem Sitzen?,ferse: sticht nach dem sitzen,Ferse,sticht,nach dem Sitzen,,/beschwerden/fersensporn/,Fersensporn,high,no,medium,low,/beschwerden/fersensporn/,none,REJECT_CANNIBALIZATION,reject,Kernintent bereits von /beschwerden/fersensporn/ abgedeckt; Situations-Modifier ändert den Suchintent nicht substanziell.
Warum finger sind steif bei Kälte?,finger: sind steif bei kälte,Finger,sind steif,bei Kälte,,/beschwerden/arthrose/,Arthrose,low,no,medium,medium,/beschwerden/arthrose/,none,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Warum finger sind steif morgens?,finger: sind steif morgens,Finger,sind steif,morgens,morgens,/beschwerden/arthrose/,Arthrose,low,no,medium,medium,/beschwerden/arthrose/,none,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Warum finger sind steif nach dem Aufwachen?,finger: sind steif nach dem aufwachen,Finger,sind steif,nach dem Aufwachen,,/beschwerden/arthrose/,Arthrose,low,no,medium,medium,/beschwerden/arthrose/,none,MERGE_INTO_EXISTING,reject,"Muster-Intent plausibel eigenständig; manuell prüfen. (Frageform-Variante — gleiche Intent-Gruppe, KEINE eigene Seite.)"
Was bedeutet es wenn finger sind steif bei Kälte?,finger: sind steif bei kälte,Finger,sind steif,bei Kälte,,/beschwerden/arthrose/,Arthrose,low,no,medium,medium,/beschwerden/arthrose/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn finger sind steif morgens?,finger: sind steif morgens,Finger,sind steif,morgens,morgens,/beschwerden/arthrose/,Arthrose,low,no,medium,medium,/beschwerden/arthrose/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn finger sind steif nach dem Aufwachen?,finger: sind steif nach dem aufwachen,Finger,sind steif,nach dem Aufwachen,,/beschwerden/arthrose/,Arthrose,low,no,medium,medium,/beschwerden/arthrose/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn finger sind steif bei Kälte?,finger: sind steif bei kälte,Finger,sind steif,bei Kälte,,/beschwerden/arthrose/,Arthrose,low,no,medium,medium,/beschwerden/arthrose/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Was tun wenn finger sind steif morgens?,finger: sind steif morgens,Finger,sind steif,morgens,morgens,/beschwerden/arthrose/,Arthrose,low,no,medium,medium,/beschwerden/arthrose/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Was tun wenn finger sind steif nach dem Aufwachen?,finger: sind steif nach dem aufwachen,Finger,sind steif,nach dem Aufwachen,,/beschwerden/arthrose/,Arthrose,low,no,medium,medium,/beschwerden/arthrose/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie Grundform, KEINE eigene Seite."
Warum frieren tritt auf an Händen und Füssen?,frieren: tritt auf an händen und füssen,Frieren,tritt auf,an Händen und Füssen,,/beschwerden/raynaud-syndrom/,Raynaud-Syndrom,medium,no,medium,medium,/beschwerden/raynaud-syndrom/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum frieren tritt auf ständig?,frieren: tritt auf ständig,Frieren,tritt auf,ständig,,/beschwerden/raynaud-syndrom/,Raynaud-Syndrom,medium,no,medium,medium,/beschwerden/raynaud-syndrom/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum frieren tritt auf trotz Sommer?,frieren: tritt auf trotz sommer,Frieren,tritt auf,trotz Sommer,,/beschwerden/raynaud-syndrom/,Raynaud-Syndrom,medium,no,medium,medium,/beschwerden/raynaud-syndrom/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn frieren tritt auf an Händen und Füssen?,frieren: tritt auf an händen und füssen,Frieren,tritt auf,an Händen und Füssen,,/beschwerden/raynaud-syndrom/,Raynaud-Syndrom,medium,no,medium,medium,/beschwerden/raynaud-syndrom/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn frieren tritt auf ständig?,frieren: tritt auf ständig,Frieren,tritt auf,ständig,,/beschwerden/raynaud-syndrom/,Raynaud-Syndrom,medium,no,medium,medium,/beschwerden/raynaud-syndrom/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn frieren tritt auf trotz Sommer?,frieren: tritt auf trotz sommer,Frieren,tritt auf,trotz Sommer,,/beschwerden/raynaud-syndrom/,Raynaud-Syndrom,medium,no,medium,medium,/beschwerden/raynaud-syndrom/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn frieren tritt auf an Händen und Füssen?,frieren: tritt auf an händen und füssen,Frieren,tritt auf,an Händen und Füssen,,/beschwerden/raynaud-syndrom/,Raynaud-Syndrom,medium,no,medium,medium,/beschwerden/raynaud-syndrom/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn frieren tritt auf ständig?,frieren: tritt auf ständig,Frieren,tritt auf,ständig,,/beschwerden/raynaud-syndrom/,Raynaud-Syndrom,medium,no,medium,medium,/beschwerden/raynaud-syndrom/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn frieren tritt auf trotz Sommer?,frieren: tritt auf trotz sommer,Frieren,tritt auf,trotz Sommer,,/beschwerden/raynaud-syndrom/,Raynaud-Syndrom,medium,no,medium,medium,/beschwerden/raynaud-syndrom/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum fussgelenk knickt um auf unebenem Boden?,fussgelenk: knickt um auf unebenem boden,Fussgelenk,knickt um,auf unebenem Boden,,/beschwerden/knieschmerzen/,Knieschmerzen,medium,no,medium,medium,/beschwerden/knieschmerzen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum fussgelenk knickt um beim Gehen?,fussgelenk: knickt um beim gehen,Fussgelenk,knickt um,beim Gehen,,/beschwerden/knieschmerzen/,Knieschmerzen,medium,no,medium,medium,/beschwerden/knieschmerzen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum fussgelenk knickt um immer wieder?,fussgelenk: knickt um immer wieder,Fussgelenk,knickt um,immer wieder,,/beschwerden/knieschmerzen/,Knieschmerzen,medium,no,medium,medium,/beschwerden/knieschmerzen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn fussgelenk knickt um auf unebenem Boden?,fussgelenk: knickt um auf unebenem boden,Fussgelenk,knickt um,auf unebenem Boden,,/beschwerden/knieschmerzen/,Knieschmerzen,medium,no,medium,medium,/beschwerden/knieschmerzen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn fussgelenk knickt um beim Gehen?,fussgelenk: knickt um beim gehen,Fussgelenk,knickt um,beim Gehen,,/beschwerden/knieschmerzen/,Knieschmerzen,medium,no,medium,medium,/beschwerden/knieschmerzen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn fussgelenk knickt um immer wieder?,fussgelenk: knickt um immer wieder,Fussgelenk,knickt um,immer wieder,,/beschwerden/knieschmerzen/,Knieschmerzen,medium,no,medium,medium,/beschwerden/knieschmerzen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn fussgelenk knickt um auf unebenem Boden?,fussgelenk: knickt um auf unebenem boden,Fussgelenk,knickt um,auf unebenem Boden,,/beschwerden/knieschmerzen/,Knieschmerzen,medium,no,medium,medium,/beschwerden/knieschmerzen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn fussgelenk knickt um beim Gehen?,fussgelenk: knickt um beim gehen,Fussgelenk,knickt um,beim Gehen,,/beschwerden/knieschmerzen/,Knieschmerzen,medium,no,medium,medium,/beschwerden/knieschmerzen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn fussgelenk knickt um immer wieder?,fussgelenk: knickt um immer wieder,Fussgelenk,knickt um,immer wieder,,/beschwerden/knieschmerzen/,Knieschmerzen,medium,no,medium,medium,/beschwerden/knieschmerzen/,none,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum fusssohle brennt abends?,fusssohle: brennt abends,Fusssohle,brennt,abends,abends,/beschwerden/plantarfasziitis/,Plantarfasziitis,medium,no,medium,medium,/beschwerden/plantarfasziitis/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum fusssohle brennt beim Stehen?,fusssohle: brennt beim stehen,Fusssohle,brennt,beim Stehen,,/beschwerden/plantarfasziitis/,Plantarfasziitis,medium,no,medium,medium,/beschwerden/plantarfasziitis/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Warum fusssohle brennt nach langem Gehen?,fusssohle: brennt nach langem gehen,Fusssohle,brennt,nach langem Gehen,,/beschwerden/plantarfasziitis/,Plantarfasziitis,medium,no,medium,medium,/beschwerden/plantarfasziitis/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn fusssohle brennt abends?,fusssohle: brennt abends,Fusssohle,brennt,abends,abends,/beschwerden/plantarfasziitis/,Plantarfasziitis,medium,no,medium,medium,/beschwerden/plantarfasziitis/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn fusssohle brennt beim Stehen?,fusssohle: brennt beim stehen,Fusssohle,brennt,beim Stehen,,/beschwerden/plantarfasziitis/,Plantarfasziitis,medium,no,medium,medium,/beschwerden/plantarfasziitis/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was bedeutet es wenn fusssohle brennt nach langem Gehen?,fusssohle: brennt nach langem gehen,Fusssohle,brennt,nach langem Gehen,,/beschwerden/plantarfasziitis/,Plantarfasziitis,medium,no,medium,medium,/beschwerden/plantarfasziitis/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn fusssohle brennt abends?,fusssohle: brennt abends,Fusssohle,brennt,abends,abends,/beschwerden/plantarfasziitis/,Plantarfasziitis,medium,no,medium,medium,/beschwerden/plantarfasziitis/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn fusssohle brennt beim Stehen?,fusssohle: brennt beim stehen,Fusssohle,brennt,beim Stehen,,/beschwerden/plantarfasziitis/,Plantarfasziitis,medium,no,medium,medium,/beschwerden/plantarfasziitis/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
Was tun wenn fusssohle brennt nach langem Gehen?,fusssohle: brennt nach langem gehen,Fusssohle,brennt,nach langem Gehen,,/beschwerden/plantarfasziitis/,Plantarfasziitis,medium,no,medium,medium,/beschwerden/plantarfasziitis/,medium,MERGE_INTO_EXISTING,reject,"Frageform-Variante — gleiche Intent-Gruppe wie die Grundform, keine eigene Seite."
